CityID,CityName,RegionID,LatestRecordedPopulation
96,Adak,2,326
97,Adams,37,NULL
98,Adams,15,NULL
99,Adams,18,NULL
100,Adams,25,NULL
101,Adams,44,633
102,Adams,28,573
103,Adams,38,350
104,Adams,24,787
105,Adams,33,1775
106,Adams,22,5515
107,Adams,35,127
108,Adams,52,1967
109,Adams Center,33,1568
110,Adams City,6,NULL
111,Adamsburg,39,172
112,Adamstown,39,1789
113,Adamstown,21,2372
114,Adamsville,46,NULL
115,Adamsville,45,NULL
116,Adamsville,39,67
117,Adamsville,44,2207
118,Adamsville,36,114
119,Adamsville,1,4522
120,Adario,36,NULL
121,Addicks,45,NULL
122,Addie,34,NULL
123,Addieville,14,252
124,Addington,37,114
125,Addis,19,3593
126,Addison,1,758
127,Addison,23,605
128,Addison,14,36942
129,Addison,33,1763
130,Addison,39,207
131,Addison,51,776
132,Addison,45,13056
133,Addison,20,605
134,Addison,36,NULL
135,Addison,47,NULL
136,Addison,52,NULL
137,Addy,50,268
138,Addyston,36,938
139,Adel,11,5334
140,Adel,16,3682
141,Adel,38,NULL
142,Adel,27,NULL
143,Adelaide,50,NULL
144,Adelanto,5,31765
145,Adeline,14,85
146,Adelino,32,823
147,Adell,52,516
148,Adelphi,21,15086
149,Adelphi,36,380
150,Adelphia,31,NULL
151,Aden,32,NULL
152,Adena,36,759
153,Adgateville,11,NULL
154,Adin,5,272
155,Adjuntas,40,4406
156,Admire,17,156
157,Adna,50,NULL
158,Adolphus,18,NULL
159,Adona,4,209
160,Adrian,11,664
161,Adrian,45,166
162,Adrian,38,177
163,Adrian,26,1677
164,Adrian,24,1257
165,Adrian,23,21133
166,Advance,26,1347
167,Advance,15,477
168,Advance,34,1138
169,Advance,23,328
170,Adwolf,49,1530
171,Ady,21,NULL
172,Ady,45,NULL
173,Aeneas,50,NULL
174,Aetna,17,NULL
175,Affton,26,20307
176,Afton,24,2886
177,Afton,16,845
178,Afton,33,822
179,Afton,32,NULL
180,Afton,5,NULL
181,Afton,37,1049
182,Afton,53,1911
183,Agar,43,76
184,Agate,6,NULL
185,Agate Beach,38,NULL
186,Agawam,27,NULL
187,Agawam,22,28438
188,Agawam,37,NULL
189,Agency,16,638
190,Agency,26,684
191,Agency Village,43,181
192,Agenda,17,68
193,Agnes,45,NULL
194,Agness,38,NULL
195,Agnew,28,NULL
196,Agnos,4,NULL
197,Agoura,5,NULL
198,Agoura Hills,5,20330
199,Agra,17,267
200,Agra,37,339
201,Agricola,25,NULL
202,Agricola,17,NULL
203,Agua Dulce,45,812
204,Agua Dulce,5,3342
205,Agua Fria,32,2800
206,Agua Nueva,45,NULL
207,Aguada,40,3212
208,Aguadilla,40,13310
209,Aguanga,5,1128
210,Aguas Buenas,40,4204
211,Aguas Claras,40,3006
212,Agudo,32,NULL
213,Aguila,3,798
214,Aguilar,6,538
215,Aguilares,45,21
216,Aguilita,40,4747
217,Ahloso,37,NULL
218,Ahmeek,23,146
219,Ahoskie,34,5039
220,Ahtanum,50,3601
221,Ahwahnee,5,2246
222,Aibonito,40,8249
223,Aid,36,NULL
224,'Aiea,12,9338
225,Aiken,45,NULL
226,Aiken,42,29524
227,Ailey,11,432
228,Ainsworth,16,567
229,Ainsworth,28,1728
230,Ainsworth,15,NULL
231,Airmont,33,8628
232,Airport Drive,26,698
233,Airport Road Addition,45,93
234,Airway Heights,50,6114
235,Aitkin,24,2165
236,Ajo,3,3304
237,Ak Chin,3,30
238,Akaska,43,42
239,Ak-Chin Village,3,862
240,Akeley,24,432
241,Akers,26,NULL
242,Akhiok,2,71
243,Akiachak,2,627
244,Akiak,2,346
245,Akin,14,NULL
246,Akins,37,493
247,Akra,35,NULL
248,Akron,17,402
249,Akron,6,1702
250,Akron,1,356
251,Akron,15,1167
252,Akron,23,402
253,Akron,16,1486
254,Akron,36,199110
255,Akron,33,2868
256,Akron,39,3876
257,Akutan,2,1027
258,Alabam,4,NULL
259,Alabama,33,NULL
260,Alabaster,23,NULL
261,Alabaster,1,30352
262,Alachua,10,9059
263,Aladdin,39,NULL
264,Aladdin,53,NULL
265,Alakanuk,2,677
266,Alamance,34,951
267,Alameda,5,73812
268,Alameda,32,NULL
269,Alamillo,32,102
270,Alamo,29,1080
271,Alamo,45,18353
272,Alamo,32,1085
273,Alamo,5,14570
274,Alamo,11,2797
275,Alamo,44,2461
276,Alamo,15,66
277,Alamo,35,57
278,Alamo Alto,45,NULL
279,Alamo Heights,45,7031
280,Alamo Oaks,5,NULL
281,Alamogordo,32,30403
282,Alamosa,6,8780
283,Alamota,17,NULL
284,Alanreed,45,NULL
285,Alanson,23,738
286,Alapaha,11,668
287,Alarka,34,NULL
288,Alatna,2,37
289,Alba,23,295
290,Alba,45,504
291,Alba,39,157
292,Alba,26,555
293,Alban,52,NULL
294,Albany,5,18539
295,Albany,30,NULL
296,Albany,37,143
297,Albany,24,2561
298,Albany,26,1730
299,Albany,33,97856
300,Albany,52,1018
301,Albany,47,193
302,Albany,38,50158
303,Albany,45,2034
304,Albany,53,55
305,Albany,19,1088
306,Albany,36,828
307,Albany,15,2165
308,Albany,14,891
309,Albany,11,77434
310,Albany,18,2033
311,Albee,43,16
312,Albemarle,34,15903
313,Alberene,49,NULL
314,Alberhill,5,NULL
315,Albers,14,1190
316,Albert,17,175
317,Albert,37,NULL
318,Albert,45,NULL
319,Albert City,16,699
320,Albert Lea,24,18016
321,Alberta,24,103
322,Alberta,49,298
323,Alberta,1,NULL
324,Alberton,27,420
325,Albertson,33,5182
326,Albertville,24,7044
327,Albertville,1,21160
328,Albertville,52,NULL
329,Albia,16,3766
330,Albin,25,NULL
331,Albin,53,181
332,Albion,50,579
333,Albion,37,106
334,Albion,20,NULL
335,Albion,5,168
336,Albion,31,NULL
337,Albion,27,NULL
338,Albion,52,NULL
339,Albion,45,NULL
340,Albion,28,1650
341,Albion,16,505
342,Albion,14,1988
343,Albion,39,1516
344,Albion,33,6056
345,Albion,23,8616
346,Albion,15,2349
347,Albion,13,267
348,Alborn,24,NULL
349,Albright,51,299
350,Albrightsville,39,202
351,Albuquerque,32,545852
352,Alburg,47,497
353,Alburnett,16,673
354,Alburtis,39,2361
355,Alcalde,32,285
356,Alcan,2,NULL
357,Alcester,43,807
358,Alco,4,NULL
359,Alcoa,44,8449
360,Alcoa Center,39,NULL
361,Alcolu,42,429
362,Alcoma,10,NULL
363,Alcova,53,76
364,Alda,28,642
365,Aldan,39,4152
366,Alden,33,2605
367,Alden,17,148
368,Alden,24,661
369,Alden,16,787
370,Alden,23,125
371,Alden,37,NULL
372,Alden Bridge,19,NULL
373,Alder,50,227
374,Alder,27,103
375,Alder Creek,33,NULL
376,Alderdale,50,NULL
377,Alderley,52,NULL
378,Alderpoint,5,186
379,Alderson,37,304
380,Alderson,51,1184
381,Alderwood Manor,50,8442
382,Aldine,45,15869
383,Aldora,11,103
384,Aldrich,26,80
385,Aldrich,24,48
386,Aledo,14,3640
387,Aledo,45,2716
388,Aleknagik,2,219
389,Alex,37,550
390,Alexander,20,NULL
391,Alexander,11,NULL
392,Alexander,51,NULL
393,Alexander,45,NULL
394,Alexander,4,2901
395,Alexander,17,65
396,Alexander,16,175
397,Alexander,33,509
398,Alexander,35,223
399,Alexander City,1,14875
400,Alexander Mills,34,NULL
401,Alexandria,30,NULL
402,Alexandria,1,3917
403,Alexandria,19,47723
404,Alexandria,18,8477
405,Alexandria,28,177
406,Alexandria,36,517
407,Alexandria,44,966
408,Alexandria,39,346
409,Alexandria,43,615
410,Alexandria,49,139966
411,Alexandria,24,11070
412,Alexandria,15,5145
413,Alexandria,26,159
414,Alexandria Bay,33,1078
415,Alexis,14,831
416,Alfalfa,38,NULL
417,Alfalfa,37,NULL
418,Alfarata,39,149
419,Alford,22,NULL
420,Alford,10,489
421,Alfordsville,15,101
422,Alfred,33,4174
423,Alfred,20,NULL
424,Alfred,45,91
425,Alfred,35,NULL
426,Alger,36,860
427,Alger,50,403
428,Algerita,45,NULL
429,Algoa,45,NULL
430,Algodones,32,814
431,Algoma,25,590
432,Algoma,52,3167
433,Algoma,13,NULL
434,Algona,16,5560
435,Algona,50,3014
436,Algonac,23,4110
437,Algonquin,14,30046
438,Algood,44,3495
439,Alhambra,5,83089
440,Alhambra,14,681
441,Ali Chuk,3,161
442,Ali Chukson,3,132
443,Ali Molina,3,71
444,Alianza,40,2569
445,Alice,45,19104
446,Alice,35,40
447,Aliceville,1,2486
448,Aliceville,17,NULL
449,Alicia,4,124
450,Aline,37,207
451,Aliquippa,39,9438
452,Alire,32,NULL
453,Aliso Viejo,5,47823
454,Alix,4,NULL
455,Alkabo,35,NULL
456,Allagash,20,NULL
457,Allakaket,2,105
458,Allamuchy,31,78
459,Allandale,10,NULL
460,Allardt,44,634
461,Alleene,4,NULL
462,Allegan,23,4998
463,Allegany,33,1816
464,Allegany,38,NULL
465,Alleghany,49,NULL
466,Alleghany,5,58
467,Allegre,18,NULL
468,Alleman,16,432
469,Allen,17,177
470,Allen,43,420
471,Allen,18,193
472,Allen,28,377
473,Allen,23,191
474,Allen,45,84246
475,Allen,19,NULL
476,Allen,37,932
477,Allen,21,210
478,Allen Park,23,28210
479,Allendale,23,17579
480,Allendale,31,6505
481,Allendale,42,3482
482,Allendale,26,53
483,Allendale,14,475
484,Allendale,5,1506
485,Allendale,53,NULL
486,Allenfarm,45,NULL
487,Allenhurst,11,695
488,Allenhurst,31,496
489,Allenport,39,537
491,Allenspark,6,528
492,Allensville,18,157
493,Allensville,39,503
494,Allensville,36,NULL
495,Allensworth,5,471
496,Allenton,52,823
497,Allentown,10,894
498,Allentown,50,NULL
499,Allentown,11,169
500,Allentown,31,1828
501,Allentown,39,118032
502,Allenville,14,148
503,Allenville,26,116
504,Allenville,52,NULL
505,Allenwood,39,321
506,Allenwood,31,925
507,Allerton,16,501
508,Allerton,14,291
509,Alleyton,45,NULL
510,Allgood,1,622
511,Alliance,34,776
512,Alliance,28,8491
513,Alliance,36,22322
514,Alliance,10,NULL
515,Alligator,25,208
516,Allison,16,1029
517,Allison,6,NULL
518,Allison,39,625
519,Allison,45,NULL
520,Allison,32,NULL
521,Allison Gap,49,NULL
522,Allison Park,39,21552
523,Allisonia,49,117
524,Allons,44,NULL
525,Allouez,52,13975
526,Alloway,31,1402
527,Allport,4,115
528,Allport,39,264
529,Allyn,50,1963
530,Alma,45,331
531,Alma,6,270
532,Alma,33,NULL
533,Alma,14,320
534,Alma,11,3466
535,Alma,4,5419
536,Alma,26,402
537,Alma,17,832
538,Alma,52,781
539,Alma,28,1133
540,Alma,23,9383
541,Alma Center,52,503
542,Almanor,5,0
543,Almedia,39,1078
544,Almelund,24,NULL
545,Almena,52,677
546,Almena,17,408
547,Almeria,28,NULL
548,Almira,50,284
549,Almo,13,NULL
550,Almo,18,NULL
551,Almon,52,NULL
552,Almon,11,NULL
553,Almond,4,NULL
554,Almond,34,NULL
555,Almond,52,448
556,Almond,33,466
557,Almont,35,122
558,Almont,23,2674
559,Almont,6,NULL
560,Almonte,5,NULL
561,Almota,50,NULL
562,Almy,53,NULL
563,Almyra,4,283
564,Alna,20,NULL
565,Alnwick,44,NULL
566,Aloe,45,NULL
567,Aloha,19,NULL
568,Aloha,38,49425
569,Alorton,14,2002
570,Alpaugh,5,1026
571,Alpena,4,392
572,Alpena,43,286
573,Alpena,23,10483
574,Alpha,31,2369
575,Alpha,24,116
576,Alpha,23,145
577,Alpha,14,671
578,Alpha,36,NULL
579,Alpharetta,11,57551
580,Alpine,5,14236
581,Alpine,46,9555
582,Alpine,31,1849
583,Alpine,44,NULL
584,Alpine,15,NULL
585,Alpine,33,NULL
586,Alpine,4,1849
587,Alpine,6,174
588,Alpine,53,828
589,Alpine,45,5905
590,Alpine,3,145
591,Alpine,38,171
592,Alquina,15,NULL
593,Alsace Manor,39,478
594,Alsatia,19,NULL
595,Alsea,38,164
596,Alsen,19,NULL
597,Alsen,35,35
598,Alsey,14,227
599,Alsip,14,19277
600,Alstead,30,NULL
601,Alston,11,159
602,Alstown,50,NULL
603,Alsuma,37,NULL
604,Alta,46,383
605,Alta,5,610
606,Alta,53,394
607,Alta,16,1883
608,Alta Loma,5,NULL
609,Alta Sierra,5,6911
610,Alta Vista,16,266
611,Alta Vista,17,444
612,Altadena,5,42777
613,Altair,45,NULL
614,Altamahaw,34,347
615,Altamont,26,204
616,Altamont,38,19257
617,Altamont,44,1045
618,Altamont,14,2319
619,Altamont,17,1080
620,Altamont,43,34
621,Altamont,33,1720
622,Altamont,53,NULL
623,Altamont,46,225
624,Altamonte Springs,10,41496
625,Altaville,5,NULL
626,Altavista,49,3450
627,Altenburg,26,352
628,Altha,10,536
629,Altheimer,4,984
630,Altmar,33,407
631,Alto,11,1172
632,Alto,52,NULL
633,Alto,19,NULL
634,Alto,32,NULL
635,Alto,45,1225
636,Alto,23,NULL
637,Alto Pass,14,391
638,Alton,15,55
639,Alton,26,871
640,Alton,16,1216
641,Alton,17,103
642,Alton,14,27865
643,Alton,20,NULL
644,Alton,10,NULL
645,Alton,30,501
646,Alton,46,119
647,Alton,45,12341
648,Alton,19,NULL
649,Alton,18,NULL
650,Alton,49,NULL
651,Altona,33,730
652,Altona,15,197
653,Altona,14,531
654,Altoona,10,89
655,Altoona,1,933
656,Altoona,52,6706
657,Altoona,39,46320
658,Altoona,16,14541
659,Altoona,17,414
660,Altoona,50,39
661,Altura,24,493
662,Alturas,5,2827
663,Alturas,10,4185
664,Altus,37,19813
665,Altus,4,758
666,Alum Bridge,51,NULL
667,Alum Creek,51,1749
668,Alum Rock,5,15536
669,Alva,37,4945
670,Alva,10,2596
671,Alva,53,NULL
672,Alva,18,NULL
673,Alvan,14,270
674,Alvarado,45,3785
675,Alvarado,24,363
676,Alvaton,18,NULL
677,Alvaton,11,NULL
678,Alvin,14,NULL
679,Alvin,45,24236
680,Alvin,52,NULL
681,Alvin,42,NULL
682,Alvo,28,132
683,Alvord,16,196
684,Alvord,45,1334
685,Alvordton,36,217
686,Alvwood,24,NULL
687,Alzada,27,29
688,Ama,19,1316
689,Amado,3,295
690,Amador City,5,185
691,Amagansett,33,1165
692,Amagon,4,98
693,Amalga,46,488
694,Amana,16,442
695,Amanda,36,737
696,Amanda Park,50,252
697,Amargosa Valley,29,NULL
698,Amarillo,45,190695
699,Amasa,23,283
700,Amawalk,33,NULL
701,Amazonia,26,312
702,Amber,16,NULL
703,Amber,50,NULL
704,Amber,37,419
705,Amberg,52,180
706,Amberley,36,3585
707,Ambia,15,239
708,Ambler,39,6417
709,Ambler,2,258
710,Amboy,5,NULL
711,Amboy,24,534
712,Amboy,14,2500
713,Amboy,15,384
714,Amboy,50,1608
715,Ambridge,39,7050
716,Ambridge Heights,39,NULL
717,Ambrose,35,26
718,Ambrose,11,380
719,Amchitka,2,NULL
720,Amelia,28,NULL
721,Amelia,19,2459
722,Amelia,36,4801
723,Amelia City,10,NULL
724,Amelia Court House,49,1099
725,Amenia,35,94
726,Amenia,33,955
727,American Beach,10,NULL
728,American Canyon,5,19454
729,American Falls,13,4457
730,American Fork,46,26263
731,Americus,11,17041
732,Americus,17,894
733,Americus,15,423
734,Americus,26,NULL
735,Amery,52,2902
736,Ames,33,145
737,Ames,16,58965
738,Ames,37,239
739,Ames,45,1003
740,Ames,28,24
741,Amesbury,22,16283
742,Amesville,36,154
743,Amherst,28,248
744,Amherst,45,721
745,Amherst,49,2231
746,Amherst,22,19065
747,Amherst,52,1035
748,Amherst,36,12021
749,Amherst,33,NULL
750,Amherst,43,NULL
751,Amherst,30,613
752,Amherst,20,NULL
753,Amherst,6,58
754,Amherst Junction,52,377
755,Amherstdale,51,350
756,Amidon,35,20
757,Amiret,24,NULL
758,Amistad,32,NULL
759,Amite,19,4141
760,Amity,33,NULL
761,Amity,15,NULL
762,Amity,38,1614
763,Amity,26,54
764,Amity,4,723
765,Amityville,33,9523
766,Ammon,13,13816
767,Amo,15,401
768,Amonate,49,NULL
769,Amoret,26,190
770,Amorita,37,37
771,Amory,25,7316
772,Amsden,36,NULL
773,Amsterdam,27,180
774,Amsterdam,36,511
775,Amsterdam,26,242
776,Amsterdam,33,18620
777,Amy,4,NULL
778,Amy,17,NULL
779,Anacoco,19,869
780,Anaconda,27,NULL
781,Anacortes,50,15778
782,Anadarko,37,6762
783,Anaheim,5,336265
784,Anahola,12,2223
785,Anahuac,45,2243
786,Anaktuvuk Pass,2,324
787,Anamoose,35,227
788,Anamosa,16,5533
789,Anandale,19,NULL
790,Añasco,40,5075
791,Anatone,50,NULL
792,Anawalt,51,226
793,Anceney,27,NULL
794,Ancho,32,NULL
795,Anchor,14,146
796,Anchor Bay,5,340
797,Anchor Point,2,1930
798,Anchorage,2,291826
799,Anchorage,18,2348
800,Anchorville,23,NULL
801,Ancor,36,NULL
802,Ancram,33,NULL
803,Andale,17,928
804,Andalusia,1,9015
805,Andalusia,14,1178
806,Anderson,42,26686
807,Anderson,5,9932
808,Anderson,1,282
809,Anderson,26,1961
810,Anderson,15,56129
811,Anderson,2,246
812,Anderson,16,65
813,Anderson,31,342
814,Anderson,43,371
815,Anderson,45,222
816,Anderson Mill,45,NULL
817,Andersonville,15,NULL
818,Andersonville,36,779
819,Andersonville,44,472
820,Andersonville,11,255
821,Andes,33,252
822,Andes,27,NULL
823,Anding,25,NULL
824,Andover,30,NULL
825,Andover,47,NULL
826,Andover,20,NULL
827,Andover,7,NULL
828,Andover,36,1145
829,Andover,14,578
830,Andover,16,103
831,Andover,17,11791
832,Andover,24,30598
833,Andover,22,8762
834,Andover,43,91
835,Andover,31,606
836,Andover,33,1042
837,Andrew,16,434
838,Andrew,19,NULL
839,Andrews,15,1149
840,Andrews,34,1781
841,Andrews,42,2861
842,Andrews,45,11088
843,Andrix,6,NULL
844,Anegam,3,151
845,Aneta,35,222
846,Aneth,46,501
847,Angel Fire,32,1216
848,Angela,27,NULL
849,Angeles,45,NULL
850,Angelica,52,92
851,Angelica,33,869
852,Angelo,52,NULL
853,Angels,5,3836
854,Angelus,17,NULL
855,Angie,19,251
856,Angier,34,4350
857,Angiola,5,NULL
858,Angle,46,NULL
859,Angle Inlet,24,60
860,Angleton,45,18862
861,Angola,17,NULL
862,Angola,33,2127
863,Angola,15,8612
864,Angola on the Lake,33,1675
865,Angoon,2,459
866,Angora,24,NULL
867,Angora,28,NULL
868,Anguilla,25,726
869,Angus,45,414
870,Angus,28,NULL
871,Angus,24,NULL
872,Angwin,5,3051
873,Aniak,2,501
874,Animas,40,1203
875,Animas,32,237
876,Anita,39,NULL
877,Anita,16,972
878,Aniwa,52,260
879,Ankeny,16,45582
880,Ankenytown,36,NULL
881,Ankona,10,NULL
882,Anmoore,51,770
883,Ann Arbor,23,113934
884,Anna,14,4442
885,Anna,45,8249
886,Anna,36,1567
887,Anna Maria,10,1503
888,Annabella,46,795
889,Annada,26,29
890,Annamoriah,51,NULL
891,Annandale,49,41008
892,Annandale,24,3228
893,Annapolis,21,38394
894,Annapolis,26,345
895,Annapolis,50,NULL
896,Annapolis,14,55
897,Annawan,14,878
898,Anneta,18,NULL
899,Annetta,45,1288
900,Annetta North,45,518
901,Annetta South,45,526
902,Annette,2,NULL
903,Annex,38,235
904,Anniston,26,232
905,Anniston,1,23106
906,Annona,45,315
907,Annsville,33,NULL
908,Annville,18,1095
909,Annville,39,4767
910,Anoka,24,17142
911,Anoka,28,6
912,Anon Raices,40,287
913,Anselma,39,NULL
914,Anselmo,28,145
915,Ansley,28,441
916,Ansley,25,NULL
917,Ansley,19,NULL
918,Ansley,1,NULL
919,Anson,17,NULL
920,Anson,52,NULL
921,Anson,45,2430
922,Anson,20,752
923,Ansonia,7,19249
924,Ansonia,36,1174
925,Ansonville,34,631
926,Ansted,51,1404
927,Anston,52,NULL
928,Antares,3,126
929,Antelope,5,45770
930,Antelope,17,NULL
931,Antelope,43,826
932,Antelope,38,46
933,Antelope,27,51
934,Anthem,3,21700
935,Anthon,16,565
936,Anthony,17,2269
937,Anthony,32,9360
938,Anthony,45,5011
939,Anthony,10,NULL
940,Anthony,51,NULL
941,Anthonyville,4,161
942,Anthoston,18,NULL
943,Antietam,21,89
944,Antigo,52,8234
945,Antimony,46,122
946,Antioch,37,NULL
947,Antioch,28,NULL
948,Antioch,5,102372
949,Antioch,14,14430
950,Antioch,36,86
951,Antler,35,27
952,Antlers,37,2453
953,Antoine,4,117
954,Anton,45,1126
955,Anton,18,NULL
956,Anton,6,NULL
957,Anton Chico,32,188
958,Antón Ruíz,40,1589
959,Antone,38,NULL
960,Antonia,19,NULL
961,Antonino,17,NULL
962,Antonito,6,781
963,Antreville,42,140
964,Antrim,30,1397
965,Antrim,19,NULL
966,Antrim,39,NULL
967,Antrim,36,NULL
968,Antwerp,33,686
969,Antwerp,36,1736
970,Anvik,2,85
971,Anza,5,3014
972,Apache,37,1444
973,Apache Creek,32,67
974,Apache Junction,3,35840
975,Apalachee,11,NULL
976,Apalachicola,10,2231
977,Apalachin,33,1131
978,Apex,34,37476
979,Apgar,27,NULL
980,Apison,44,2469
981,Aplin,4,NULL
982,Aplington,16,1128
983,Apollo,39,1647
984,Apollo Beach,10,14055
985,Apopka,10,41542
986,Appalachia,49,1754
987,Apple Canyon Lake,14,558
988,Apple Creek,36,1173
989,Apple Grove,51,204
990,Apple Grove,49,NULL
991,Apple Mountain Lake,49,1396
992,Apple River,14,366
993,Apple Springs,45,NULL
994,Apple Valley,36,5058
995,Apple Valley,5,69135
996,Apple Valley,46,701
997,Apple Valley,24,49084
998,Appleby,45,474
999,Applegate,23,248
1000,Applegate,5,NULL
1001,Applegate,38,NULL
1002,Appleton,33,NULL
1003,Appleton,20,NULL
1004,Appleton,24,1412
1005,Appleton,52,72623
1006,Appleton,4,NULL
1007,Appleton City,26,1127
1008,Applewold,39,310
1009,Appling,11,NULL
1010,Appomattox,49,1733
1011,Apshawa,31,NULL
1012,Aptakisic,14,NULL
1013,Aptos,5,6220
1014,Aqua Park,37,NULL
1015,Aquadale,34,397
1016,Aquasco,21,981
1017,Aquebogue,33,2438
1018,Aquia Harbour,49,6727
1019,Aquilla,45,109
1020,Aquilla,36,340
1021,Arab,1,8050
1022,Arabi,19,3635
1023,Arabi,11,586
1024,Arabia,36,NULL
1025,Arabia,28,NULL
1026,Aragon,32,94
1027,Aragon,11,1249
1028,Aransas Pass,45,8204
1029,Arapaho,37,796
1030,Arapahoe,6,NULL
1031,Arapahoe,34,556
1032,Arapahoe,53,1656
1033,Arapahoe,28,1026
1034,Ararat,49,NULL
1035,Arbela,26,41
1036,Arboles,6,280
1037,Arbon,13,NULL
1038,Arbon Valley,13,599
1039,Arbor Hill,16,NULL
1040,Arbor Vitae,52,NULL
1041,Arbuckle,5,3028
1042,Arbury Hills,14,NULL
1043,Arbutus,21,20483
1044,Arbyrd,26,509
1045,Arcade,33,2071
1046,Arcade,11,1786
1047,Arcade,45,NULL
1048,Arcadia,45,NULL
1049,Arcadia,39,NULL
1050,Arcadia,42,2634
1051,Arcadia,37,247
1052,Arcadia,23,291
1053,Arcadia,10,7637
1054,Arcadia,15,1666
1055,Arcadia,36,590
1056,Arcadia,28,311
1057,Arcadia,5,56364
1058,Arcadia,19,2919
1059,Arcadia,52,2925
1060,Arcadia,26,608
1061,Arcadia,17,310
1062,Arcadia,16,484
1063,Arcadia Lakes,42,861
1064,Arcanum,36,2129
1065,Arcata,5,17231
1066,Arch Cape,38,NULL
1067,Archbald,39,6984
1068,Archbold,36,4346
1069,Archdale,34,11415
1070,Archer,10,1118
1071,Archer,16,131
1072,Archer,28,81
1073,Archer City,45,1834
1074,Archer Lodge,34,4292
1075,Archibald,19,NULL
1076,Archie,19,NULL
1077,Archie,26,1170
1078,Archville,33,NULL
1079,Arco,11,NULL
1080,Arco,24,75
1081,Arco,13,995
1082,Arcola,25,361
1083,Arcola,26,55
1084,Arcola,14,2916
1085,Arcola,11,NULL
1086,Arcola,49,233
1087,Arcola,45,1642
1088,Arcola,15,NULL
1089,Arctic Village,2,152
1090,Ardara,39,NULL
1091,Arden,33,NULL
1092,Arden,29,NULL
1093,Arden,4,NULL
1094,Arden,8,439
1095,Arden Hills,24,9552
1096,Arden Town,5,NULL
1097,Ardencroft,8,231
1098,Ardentown,8,264
1099,Ardenvoir,50,NULL
1100,Ardmore,43,NULL
1101,Ardmore,39,12455
1102,Ardmore,44,1213
1103,Ardmore,1,1194
1104,Ardmore,37,24283
1105,Ardoch,35,67
1106,Ardsley,33,4452
1107,Arecibo,40,44191
1108,Aredale,16,74
1109,Arena,52,834
1110,Arenas Valley,32,1522
1111,Arendtsville,39,952
1112,Arenzville,14,409
1113,Argenta,14,947
1114,Argentine,23,2525
1115,Argo,1,4071
1116,Argo,18,NULL
1117,Argo,45,NULL
1118,Argonia,17,501
1119,Argonne,52,160
1120,Argos,15,1691
1121,Argusville,35,475
1122,Argyle,52,857
1123,Argyle,33,306
1124,Argyle,24,639
1125,Argyle,26,162
1126,Argyle,11,212
1127,Argyle,45,3282
1128,Argyle,16,NULL
1129,Arial,42,2543
1130,Ariel,50,NULL
1131,Ariel,10,NULL
1132,Arietta,33,NULL
1133,Arimo,13,355
1134,Arion,16,108
1135,Aripeka,10,308
1136,Aripine,3,NULL
1137,Arispe,45,NULL
1138,Arispe,16,100
1139,Arista,51,NULL
1140,Aristes,39,311
1141,Ariton,1,764
1142,Arivaca,3,695
1143,Arivaca Junction,3,1090
1144,Arizona City,3,10475
